,id,day,airline,destination,dest_region,dest_size,boarding_area,dept_time,wait_min,cleanliness,safety,satisfaction,full_name
2386,799,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,155.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mike Roberts
2387,1316,Tuesday,UNITED INTL,LONDON HEATHROW,Europe,Hub,Gates 91-102,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satsified,Harris Fennell
2388,401,Sunday,UNITED,HOUSTON-BUSH,Midwest US,    Hub,Gates 70-90,2018-12-31,272.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Christa Ridley
2389,3200,Sunday,CATHAY PACIFIC,HONG KONG,Asia,    Hub,Gates 1-12,2018-01-01,210.0,Somewhat clean,Somewhat safe,Somewhat satsified,Lashawn Wallace
2390,2536,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified,Loyd Brown
2391,1591,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Somewhat satsified,Dr. Lana Irvine
2392,723,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,170.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Kristen Hampton
2393,1997,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified,Geraldine Dietz
2394,2572,Tuesday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,105.0,Somewhat clean,Somewhat safe,Neutral,Bobby Lilly
2395,266,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,175.0,Average,Neutral,Neutral,Mr. Joseph Talbert
2396,1039,Friday,AIR CANADA,CALGARY,Canada/Mexico,Medium     ,Gates 91-102,2018-12-31,245.0,Somewhat clean,Neutral,Neutral,Miss Gail Peterson
2397,2565,Saturday,INTERJET,GUADALAJARA,Canada/Mexico,Medium,Gates 1-12,2018-12-31,165.0,Clean,Very safe,Very satisfied,Alfred Saborido
2398,1692,Sunday,ALASKA,SANTA ANA,West US,Medium,Gates 50-59,2018-12-31,307.0,Somewhat dirty,Neutral,Neutral,Dr. Charles Neal
2399,1909,Tuesday,UNITED,BOSTON,East US,Large,Gates 70-90,2018-12-31,145.0,Clean,Somewhat safe,Very satisfied,Miss Katherine Saraf
2400,3085,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,82.0,Somewhat clean,Somewhat safe,Somewhat satsified,William Aquirre
2401,2643,Tuesday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Norman Griswold
2402,2182,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,885.0,Clean,Very safe,Somewhat satsified,Betty Jackson
2403,793,Sunday,ALASKA,BALTIMORE,East US,Medium,Gates 50-59,2018-12-31,165.0,Somewhat clean,Somewhat safe,Neutral,Randy Burke
2404,2188,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub,Gates 1-12,2018-12-31,150.0,Clean,Very safe,Very satisfied,Steven Mcclendon
2405,493,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,296.0,Somewhat clean,Neutral,Very satisfied,Rebecca Seitz
2406,2515,Friday,ALASKA,SALT LAKE CITY,West US,Medium,Gates 1-12,2018-12-31,240.0,Average,Somewhat unsafe,Neutral,Miss Mickey Elliott
2408,2079,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,89.00000000000021,Somewhat clean,Somewhat safe,Neutral,Cesar Clarke
2409,2833,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,93.0,Clean,Somewhat safe,Somewhat satsified,Grace Wagner
2411,2722,Friday,UNITED,CHICAGO-O'HARE,Midwest US,Hub,Gates 60-69,2018-12-31,195.0,Average,Somewhat safe,Somewhat satsified,Mr. John Lewis
2412,2097,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub     ,Gates 91-102,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Joey Hogan
2413,2101,Tuesday,AMERICAN,PHOENIX,West US,Hub     ,Gates 50-59,2018-12-31,91.0000000000001,Clean,Very safe,Very satisfied,Manda Parker
2414,2774,Sunday,WOW,REYKJAVIK,Europe,Small,Gates 1-12,2018-12-31,160.0,Somewhat clean,Neutral,Somewhat satsified,Crystal Crowley
2415,2546,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Edward Grant
2416,1733,Monday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,150.0,Somewhat clean,Very safe,Somewhat satsified,Dr. William Molina
2417,766,Sunday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Neutral,Neutral,Dr. Linda Rentz
2418,243,Thursday,UNITED,NASHVILLE,Midwest US,Medium     ,Gates 70-90,2018-12-31,80.0000000000002,Somewhat clean,Very safe,Very satisfied,Lena Freeders
2420,2369,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,136.0,Clean,Very safe,Somewhat satsified,Mr. Ronald Williams
2421,709,Wednesday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,185.0,Average,Very safe,Neutral,Eddie Mcmillan
2422,1999,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,215.0,Clean,Very safe,Somewhat satsified,Nancy Flowers
2423,2360,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified,John Rosenthal
2424,1868,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified,Sophie Pinette
2425,2547,Saturday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,72.9999999999999,Clean,Somewhat safe,Very satisfied,Mary Johnson
2426,3051,Sunday,PHILIPPINE AIRLINES,MANILA,Asia,Medium,Gates 1-12,2018-01-01,395.0,Average,Somewhat safe,Somewhat satsified,Dr. Ana Smith
2427,2351,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,115.0,Clean,Very safe,Very satisfied,Barbara Nelson
2429,330,Friday,ALASKA,SAN DIEGO,West US,    Medium,Gates 50-59,2018-12-31,156.0,Somewhat clean,Somewhat safe,Somewhat satsified,Chance Curtice
2431,2828,Tuesday,UNITED,BURBANK,West US,Small,Gates 70-90,2018-12-31,123.0,Clean,Very safe,Somewhat satsified,Jerry Tibbs
2432,2421,Tuesday,UNITED,HONOLULU,West US,    Medium,Gates 70-90,2018-12-31,300.0,Clean,Very safe,Very satisfied,Nelson Andersen
2433,2404,Wednesday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,    Hub,Gates 1-12,2018-12-31,250.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Donald Rodriguez
2434,968,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Somewhat satsified,Michael Cooper
2435,1823,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,85.0,Somewhat clean,Neutral,Somewhat satsified,Laura White
2436,2155,Thursday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Somewhat satsified,Gregory Mccauley
2437,1165,Thursday,DELTA,NEW YORK-JFK,East US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified,Ms. Melanie Albright
2438,989,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,145.0,Clean,Very safe,Somewhat satsified,David Osborne
2439,1606,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,170.0,Clean,Somewhat safe,Somewhat satsified,Hollie Echols
2440,2179,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,Hub     ,Gates 1-12,2018-12-31,270.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Cesar Campbell
2441,6,Tuesday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,140.0,Clean,Very safe,Very satisfied,Mike Stimmell
2442,2811,Thursday,DELTA,LOS ANGELES,West US,    Hub,Gates 40-48,2018-12-31,85.0,Somewhat clean,Neutral,Neutral,Dr. Frances Landis
2443,1709,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,300.0,Clean,Very safe,Somewhat satsified,Ms. Deidre Ellis
2445,1464,Tuesday,ALASKA,NEW YORK-JFK,East US,Hub,Gates 50-59,2018-12-31,120.0,Clean,Somewhat safe,Very satisfied,Dr. Jacqueline Janousek
2446,1852,Wednesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,110.0,Clean,Very safe,Very satisfied,Jackie Landeros
2448,2370,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,210.0,Somewhat clean,Very safe,Somewhat satsified,George Lerma
2449,2116,Monday,UNITED INTL,MEXICO CITY,Canada/Mexico,Hub,Gates 91-102,2018-12-31,220.0,Average,Somewhat safe,Somewhat satsified,Angel Miller
2450,1848,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,135.0,Somewhat clean,Neutral,Somewhat satsified,Ms. Dominique Henry
2451,103,Tuesday,UNITED,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 70-90,2018-12-31,130.0,Somewhat clean,Very safe,Somewhat satsified,Miss Carole Soliz
2452,2983,Wednesday,AMERICAN,CHARLOTTE,East US,Hub,Gates 50-59,2018-12-31,105.0,Somewhat clean,Very safe,Somewhat satsified,Leslie Flanagan
2453,3140,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Marshall Witcher
2454,2355,Wednesday,UNITED,AUSTIN,Midwest US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Paulette Walker
2455,2803,Tuesday,SOUTHWEST,PHOENIX,West US,    Hub,Gates 20-39,2018-12-31,90.0,Clean,Very safe,Somewhat satsified,John Walbridge
2457,2305,Wednesday,QANTAS,SYDNEY,Australia/New Zealand,    Hub,Gates 1-12,2018-12-31,195.0,Somewhat clean,Very safe,Neutral,Milton Scarce
2458,1156,Tuesday,SOUTHWEST,SAN DIEGO,West US,Medium,Gates 20-39,2018-12-31,59.99999999999989,Somewhat clean,Somewhat safe,Neutral,Mr. Timothy Desilva
2459,1447,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-01-01,209.0,Clean,Somewhat safe,Neutral,Robert Tapia
2460,553,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,75.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Wanda Humbert
2461,2927,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified,Aileen Cortes
2462,3003,Wednesday,AMERICAN,MIAMI,East US,Hub,Gates 50-59,2018-12-31,328.0,Clean,Somewhat safe,Very satisfied,Beatrice Cruz
2463,1128,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satsified,Dr. Kenneth Gaydos
2464,3209,Tuesday,UNITED,SANTA BARBARA,West US,Small     ,Gates 70-90,2018-12-31,35.0,Average,Somewhat safe,Very unsatisfied,Miss Shameka Richards
2466,586,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,147.0,Somewhat clean,Very safe,Somewhat satsified,Carol Kelker
2467,1763,Monday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,205.0,Clean,Very safe,Somewhat satsified,Ann Cummins
2468,275,Thursday,UNITED,LOS ANGELES,West US,Hub,Gates 70-90,2018-12-31,82.0,Average,Somewhat safe,Neutral,Arthur Pedrick
2469,2587,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,127.0,Somewhat clean,Somewhat safe,Neutral,Steve Lingbeek
2470,326,Thursday,UNITED,BURBANK,West US,Small     ,Gates 70-90,2018-12-31,100.0,Somewhat clean,Very safe,Somewhat satsified,Raymond Cunningham
2471,305,Wednesday,SOUTHWEST,LOS ANGELES,West US,Hub,Gates 20-39,2018-12-31,115.0,Somewhat clean,Somewhat safe,Somewhat satsified,Mr. Kenneth Cordes
2472,2373,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Clean,Somewhat safe,Somewhat satsified,Mr. Bernard Johnson
2473,1015,Friday,AIR CANADA,VANCOUVER,Canada/Mexico,Medium,Gates 91-102,2018-12-31,122.0,Average,Somewhat safe,Neutral,Mary Burritt
2474,904,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,120.0,Average,Neutral,Neutral,Miss Tammy Copper
2475,2303,Tuesday,UNITED,SAN ANTONIO,Midwest US,Medium,Gates 70-90,2018-12-31,120.0,Clean,Neutral,Somewhat satsified,William Jackson
2476,599,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,162.0,Average,Very safe,Neutral,Dr. Robert Durham
2477,1363,Tuesday,UNITED INTL,PARIS-DE GAULLE,eur,Hub     ,Gates 91-102,2018-12-31,195.0,Somewhat clean,Very safe,Somewhat satsified,Lyn Gheen
2478,1715,Sunday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,105.0,Clean,Somewhat safe,Somewhat satsified,Roberta Benson
2479,1565,Wednesday,UNITED INTL,HONG KONG,Asia,Hub,Gates 91-102,2018-12-31,89.9999999999999,Average,Somewhat safe,Somewhat satsified,Dr. Jacques Carreno
2480,2441,Tuesday,UNITED,HONOLULU,West US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified,Matthew Harrington
2481,428,Sunday,UNITED,INDIANAPOLIS,Midwest US,Medium,Gates 60-69,2018-12-31,353.0,Somewhat clean,Somewhat safe,Somewhat satsified,Matthew Velazquez
2482,1842,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,255.0,Average,Neutral,Somewhat satsified,Miss Margaret Taylor
2483,877,Tuesday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,85.0,Somewhat clean,Very safe,Very satisfied,Ms. Amy Hatcher
2484,1589,Thursday,SOUTHWEST,LOS ANGELES,West US,    Hub,Gates 20-39,2018-12-31,110.0,Clean,Somewhat safe,Very satisfied,Alan Montgomery
2485,850,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Somewhat clean,Somewhat safe,Somewhat satsified,Ms. Cathy Morago
2486,3241,Wednesday,AMERICAN,PHOENIX,West US,Hub,Gates 50-59,2018-12-31,94.9999999999998,Clean,Very safe,Somewhat satsified,Mohammed Vickers
2487,1819,Sunday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,190.0,Somewhat clean,Very safe,Somewhat satsified,Dorothy Reda
2489,2915,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,145.0,Somewhat clean,Very safe,Neutral,Alfred Sweeney
2490,1095,Tuesday,SOUTHWEST,SAN DIEGO,West US,    Medium,Gates 20-39,2018-12-31,255.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Lucy Campbell
2491,1993,Tuesday,UNITED,BALTIMORE,East US,Medium,Gates 60-69,2018-12-31,95.0000000000001,Clean,Very safe,Somewhat satsified,Fredrick Chavez
2492,1267,Thursday,UNITED INTL,TOKYO-NARITA,Asia,Hub,Gates 91-102,2018-12-31,30.0000000000001,Average,Neutral,Somewhat satsified,Violet Rogers
2493,2233,Wednesday,AER LINGUS,DUBLIN,Europe,Large,Gates 91-102,2018-12-31,200.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Geraldine Ginkel
2494,1309,Thursday,JETBLUE,NEW YORK-JFK,East US,Hub,Gates 1-12,2018-12-31,96.0,Average,Somewhat safe,Somewhat satsified,Dr. Shanon Lopez
2495,517,Sunday,UNITED,FT. LAUDERDALE,EAST US,Large     ,Gates 60-69,2018-12-31,105.0,Clean,Very safe,Very satisfied,Mr. Scott Baylock
2496,615,Tuesday,ALASKA,WASHINGTON DC-DULLES,EAST US,    Medium,Gates 50-59,2018-12-31,245.0,Clean,Very safe,Very satisfied,James Espinoza
2497,2350,Tuesday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,95.0000000000001,Somewhat clean,Very safe,Very satisfied,Mr. Steve Woods
2498,3027,Thursday,ALASKA,SEATTLE,West US,Hub,Gates 50-59,2018-12-31,64.9999999999999,Average,Somewhat safe,Somewhat satsified,Jesse Webb
2501,2174,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,133.0,Somewhat clean,Very safe,Very satisfied,Anthony Tina
2502,1089,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,105.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Heather White
2503,1539,Wednesday,AIR CHINA,BEIJING,Asia,    Hub,Gates 91-102,2018-12-31,110.0,Clean,Very safe,Very satisfied,Laura Horal
2504,528,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Tameka Rice
2505,474,Sunday,UNITED,DENVER,West US,Hub,Gates 70-90,2018-12-31,861.0,Somewhat clean,Somewhat safe,Somewhat satsified,Dr. Vanessa Wheeler
2506,1204,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,75.0000000000001,Somewhat clean,Very safe,Somewhat satsified,Adeline Watt
2507,892,Tuesday,ALASKA,RALEIGH-DURHAM,East US,Medium,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified,Dr. Richard Martinez
2508,2601,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,97.0,Clean,Very safe,Neutral,Ms. Evelyn Alicea
2509,1846,Monday,TURKISH AIRLINES,ISTANBUL,middle east,Hub     ,Gates 91-102,2018-12-31,145.0,Clean,Somewhat safe,Somewhat satsified,Charles Hackathorn
2510,628,Tuesday,ALASKA,WASHINGTON DC-DULLES,East US,Medium,Gates 50-59,2018-12-31,125.0,Clean,Very safe,Very satisfied,Emily Link
2511,2156,Wednesday,FRONTIER,DENVER,West US,    Hub,Gates 20-39,2018-12-31,128.0,Somewhat clean,Somewhat safe,Neutral,Nigel Vo
2512,2175,Wednesday,FRONTIER,DENVER,West US,Hub,Gates 20-39,2018-12-31,93.0000000000001,Clean,Somewhat safe,Somewhat satsified,Dr. Kathryn Cresswell
2513,1867,Tuesday,UNITED,LOS ANGELES,West US,Hub,Gates 60-69,2018-12-31,150.0,Somewhat clean,Somewhat safe,Somewhat satsified,George Tate
2514,457,Sunday,ALASKA,LAS VEGAS,West US,Hub,Gates 50-59,2018-12-31,150.0,Clean,Very safe,Very satisfied,Dr. Janet Fortin
2517,1063,Friday,AIR CANADA,CALGARY,Canada/Mexico,    Medium,Gates 91-102,2018-12-31,355.0,Average,Neutral,Neutral,Manuel Turberville
2518,1183,Tuesday,SOUTHWEST,LAS VEGAS,West US,    Hub,Gates 20-39,2018-12-31,85.0,Average,Very safe,Neutral,Dr. Phyllis Zimmerman
2519,1943,Saturday,AIR FRANCE/KLM,PARIS-DE GAULLE,Europe,Hub,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Neutral,Patricia Kelly
2520,1619,Thursday,VIRGIN ATLANTIC,LONDON HEATHROW,Europe,Hub,Gates 1-12,2018-12-31,125.0,Somewhat clean,Somewhat safe,Neutral,Mr. Earl Hughes
2521,2923,Thursday,DELTA,SEATTLE,West US,Hub,Gates 40-48,2018-12-31,45.0,Average,Neutral,Somewhat satsified,Ms. Martha Jacquez
2522,1327,Tuesday,UNITED INTL,SHANGHAI,Asia,    Hub,Gates 91-102,2018-12-31,200.0,Clean,Very safe,Somewhat satsified,Ms. Elizabeth Stamper
2523,3031,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,110.0,Clean,Very safe,Somewhat satsified,Mr. Lawrence Terrazas
2525,796,Wednesday,AMERICAN,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,130.0,Clean,Very safe,Somewhat satsified,Estella Castle
2526,255,Friday,AIR CANADA,TORONTO,Canada/Mexico,Hub,Gates 91-102,2018-12-31,235.0,Clean,Very safe,Very satisfied,Tiffany Neider
2527,1871,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,65.0000000000003,Somewhat clean,Very safe,Neutral,Heather Vazquez
2528,2591,Tuesday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,117.0,Clean,Somewhat safe,Somewhat satsified,Mr. Robert Uresti
2529,3137,Sunday,ALASKA,NEWARK,East US,Hub,Gates 50-59,2018-12-31,90.0,Somewhat clean,Somewhat safe,Somewhat satsified,Robert Costley
2530,2076,Friday,JETBLUE,LONG BEACH,West US,Small,Gates 1-12,2018-12-31,59.00000000000011,Somewhat clean,Somewhat safe,Somewhat satsified,Cinthia Sorrels
2531,489,Sunday,ALASKA,PORTLAND,West US,Medium,Gates 50-59,2018-12-31,208.0,Somewhat clean,Very safe,Very satisfied,Mr. Richard Eligio
2532,2419,Wednesday,AIR NEW ZEALAND,AUCKLAND,Australia/New Zealand,Medium,Gates 91-102,2018-12-31,155.0,Clean,Very safe,Somewhat satsified,Ms. Myrna Holder
2533,2910,Friday,TURKISH AIRLINES,ISTANBUL,Middle East,Hub,Gates 91-102,2018-12-31,141.0,Somewhat clean,Somewhat safe,Somewhat satsified,Diane Griffin
2535,2513,Saturday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied,Miss Cornelia Evans
2536,2002,Friday,AIR FRANCE/KLM,PARIS-DE GAULLE,eur,Hub     ,Gates 1-12,2018-12-31,185.0,Somewhat clean,Very safe,Very satisfied,Ms. Hayley Bernard
2537,3274,Tuesday,UNITED,LAS VEGAS,West US,Hub,Gates 70-90,2018-12-31,130.0,Somewhat clean,Somewhat safe,Very satisfied,Mr. James Nunez
2538,1224,Tuesday,SOUTHWEST,LAS VEGAS,West US,Hub,Gates 20-39,2018-12-31,55.00000000000011,Average,Somewhat safe,Neutral,Cesar Ramirez
2539,924,Friday,AIR CANADA,TORONTO,Canada/Mexico,    Hub,Gates 91-102,2018-12-31,180.0,Clean,Very safe,Neutral,Marcel Schleider
2541,3197,Sunday,CATHAY PACIFIC,HONG KONG,Asia,Hub,Gates 1-12,2018-01-01,180.0,Clean,Very safe,Somewhat satsified,Ms. Vivian Collins
2543,1781,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,150.0,Clean,Very safe,Very satisfied,Mr. Robert Meade
2544,3077,Tuesday,UNITED,SPOKANE,West US,Small,Gates 70-90,2018-12-31,217.0,Somewhat clean,Very safe,Very satisfied,Mr. Justin Ward
2545,606,Thursday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,132.0,Clean,Somewhat safe,Neutral,Miss Adeline Bevington
2546,1412,Saturday,UNITED,KANSAS CITY,Midwest US,Medium,Gates 70-90,2018-12-31,270.0,Average,Somewhat safe,Neutral,Ms. Dorothy Mumaw
2547,2699,Tuesday,SOUTHWEST,DENVER,West US,    Hub,Gates 20-39,2018-12-31,170.0,Average,Neutral,Somewhat satsified,Carol Cranmer
2548,2792,Thursday,DELTA,SALT LAKE CITY,West US,Medium,Gates 40-48,2018-12-31,125.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Edwin Barry
2549,296,Thursday,UNITED,SAN DIEGO,West US,    Medium,Gates 70-90,2018-12-31,62.00000000000011,Clean,Very safe,Very satisfied,Miss Estelle Woodbury
2550,2819,Thursday,DELTA,LOS ANGELES,West US,Hub,Gates 40-48,2018-12-31,160.0,Somewhat clean,Somewhat safe,Somewhat satsified,Norma Lodge
2551,1869,Sunday,ALASKA,KAHULUI,West US,Small,Gates 50-59,2018-12-31,205.0,Somewhat clean,Very safe,Somewhat satsified,Mr. Richard William
2552,1778,Saturday,UNITED,RALEIGH-DURHAM,East US,Medium,Gates 70-90,2018-12-31,180.0,Somewhat clean,Somewhat safe,Somewhat satsified,Donnie Steward
2553,1545,Thursday,DELTA,NEW YORK-JFK,EAST US,    Hub,Gates 40-48,2018-12-31,405.0,Average,Neutral,Neutral,Miss Florence Frierson
2554,2746,Thursday,DELTA,ATLANTA,EAST US,    Hub,Gates 40-48,2018-12-31,30.0000000000001,Clean,Very safe,Very satisfied,Dr. Darryl Smith
2555,669,Thursday,UNITED,NEWARK,East US,Hub,Gates 70-90,2018-12-31,105.0,Average,Somewhat safe,Somewhat satsified,Miss Michele Davis
2557,984,Friday,LUFTHANSA,MUNICH,Europe,Hub,Gates 91-102,2018-12-31,175.0,Clean,Very safe,Somewhat satsified,Mr. Johnny Rivera
2558,1111,Thursday,DELTA,MINNEAPOLIS-ST. PAUL,Midwest US,Hub,Gates 40-48,2018-12-31,165.0,Clean,Somewhat safe,Somewhat satsified,Ms. Kathryn Buckner
2559,2253,Wednesday,WOW,REYKJAVIK,eur,    Small,Gates 91-102,2018-12-31,175.0,Somewhat clean,Somewhat safe,Neutral,Peggy Joyner
2560,3285,Wednesday,SOUTHWEST,DENVER,West US,Hub,Gates 20-39,2018-12-31,65.0,Clean,Neutral,Very satisfied,Angela Massey
2561,2559,Saturday,JETBLUE,BOSTON,East US,Large,Gates 1-12,2018-12-31,135.0,Clean,Very safe,Very satisfied,Ms. Carey Long
2563,1332,Tuesday,UNITED INTL,SHANGHAI,Asia,Hub,Gates 91-102,2018-12-31,125.0,Somewhat clean,Very safe,Neutral,Louis Miller
2564,525,Thursday,ALASKA,PUERTO VALLARTA,Canada/Mexico,Small,Gates 50-59,2018-12-31,180.0,Average,Somewhat safe,Somewhat satsified,Miss Jessica Nieves
2565,2365,Tuesday,JETBLUE,FT. LAUDERDALE,East US,Large,Gates 1-12,2018-12-31,121.0,Somewhat clean,Somewhat safe,Somewhat satsified,Miss Kathy Lewis
2566,867,Tuesday,AMERICAN,DALLAS-FT. WORTH,Midwest US,Hub,Gates 50-59,2018-12-31,145.0,Somewhat clean,Neutral,Somewhat satsified,Mr. Albert Bowling
2567,392,Friday,ALASKA,LOS ANGELES,West US,Hub,Gates 50-59,2018-12-31,59.99999999999989,Clean,Very safe,Somewhat satsified,Ms. Autumn Young
2568,2401,Wednesday,UNITED INTL,SYDNEY,Australia/New Zealand,Hub,Gates 91-102,2018-12-31,175.0,Average,Neutral,Somewhat satsified,Alan Dismuke
